order,col1,col2
44936,6001 Library and Other Information Services,76
44959,IOPC 60201980,
44960,General government consumption of fixed capital (6010-6020),
44964,6001 Library and Other Information Services,437
44980,IOPC 62000010,
44981,Bank services - Financial intermediation services indirectly measured,
44985,6201 Finance,"65,596"
45114,IOPC 62000020,
45115,Bank services nec,
45119,6201 Finance,"15,054"
45243,IOPC 62220020,
45244,Building society services nec,
45248,6201 Finance,171
45270,IOPC 62230020,
45271,Credit union services nec,
45275,6201 Finance,400
45300,IOPC 62290010,
45301,Other depository financial services (incl securitiser services) - Financial intermediation services indirectly measured,
45305,6201 Finance,"8,895"
45428,IOPC 62290030,
45429,Other depository financial services nec (incl money market and securitiser services),
45433,6201 Finance,"3,295"
45520,IOPC 62300010,
45521,Non-depository finance services - Financial intermediation services indirectly measured,
45525,6201 Finance,"1,397"
45576,IOPC 62300020,
45577,Non-depository finance services nec,
45581,6201 Finance,308
45671,IOPC 62400010,
45672,Financial asset investors,
45676,6201 Finance,"2,113"
45703,IOPC 63100010,
45704,Life insurance provision,
45708,6301 Insurance and Superannuation Funds,"4,635"
45724,IOPC 63210010,
45725,Health insurance provision,
45729,6301 Insurance and Superannuation Funds,"2,864"
45745,IOPC 63220010,
45746,Fire and industrial special risks insurance provision,
45750,6301 Insurance and Superannuation Funds,"1,243"
45862,IOPC 63220020,
45863,Houseowner and household insurance provision,
45867,6301 Insurance and Superannuation Funds,519
45883,IOPC 63220030,
45884,Motor vehicle comprehensive and compulsory third party insurance provision,
45888,6301 Insurance and Superannuation Funds,"3,491"
45998,IOPC 63220040,
45999,"Public liability, product liability and professional indemnity insurance provision",
46003,6301 Insurance and Superannuation Funds,"1,588"
46117,IOPC 63220060,
46118,Marine insurance provision (Non-margin); aviation hull/cargo insurance provision,
46122,6301 Insurance and Superannuation Funds,468
46143,IOPC 63220070,
46144,Employers liability insurance provision,
46148,6301 Insurance and Superannuation Funds,27
46164,IOPC 63220080,
46165,Insurance provision (incl travel insurance) nec.,
46169,6301 Insurance and Superannuation Funds,"2,866"
46286,IOPC 63221500,
46287,Marine insurance provision (Margin),
46291,6301 Insurance and Superannuation Funds,24
46314,IOPC 63300010,
46315,Superannuation fund services,
46319,6301 Insurance and Superannuation Funds,"15,466"
46335,IOPC 63301980,
46336,General government consumption of fixed capital (6310-6330),
46356,IOPC 64110010,
46357,Financial asset broking services,
46361,6201 Finance,"3,745"
46362,6301 Insurance and Superannuation Funds,233
46363,6401 Auxiliary Finance and Insurance Services,"5,734"
46397,IOPC 64190010,
46398,Insurance fund management service,
46402,6401 Auxiliary Finance and Insurance Services,"2,372"
46419,IOPC 64190020,
46420,Auxiliary services to finance and investment nec,
46424,4901 Air and Space Transport,35
46425,6401 Auxiliary Finance and Insurance Services,"24,532"
46543,IOPC 64200010,
46544,Services to insurance nec,
46548,6401 Auxiliary Finance and Insurance Services,"3,303"
46574,IOPC 66110010,
46575,"Passenger car rental or hire (incl cars, minibuses) - (excl financial leases)",
46579,4601 Road Transport,406
46580,4901 Air and Space Transport,3
46581,6601 Rental and Hiring Services (except Real Estate),"1,855"
46665,IOPC 66190010,
46666,Other motor vehicle rental or hire (incl caravan & trailer) (excl financial leases) nec,
46670,4601 Road Transport,102
46671,6601 Rental and Hiring Services (except Real Estate),n.p.
46749,IOPC 66190020,
46750,Transport equipment rental or hire (incl ship & boat) nec,
46754,"4801 Water, Pipeline and Other Transport",195
46755,4901 Air and Space Transport,349
46756,6601 Rental and Hiring Services (except Real Estate),30
46822,IOPC 66200010,
46823,Farm animal and bloodstock leasing,
46827,6601 Rental and Hiring Services (except Real Estate),n.p.
46848,IOPC 66310010,
46849,Heavy machinery and Scaffolding (excl erection) rental or hire (excl financial leases),
46853,0201 Aquaculture,7
46854,"0401 Fishing, hunting and trapping",55
46855,"0501 Agriculture, Forestry and Fishing Support Services",102
46856,0601 Coal mining,89
46857,0701 Oil and gas extraction,146
46858,0801 Iron Ore Mining,126
46859,0802 Non Ferrous Metal Ore Mining,3
46860,0901 Non Metallic Mineral Mining,28
46861,1101 Meat and Meat product Manufacturing,3
46862,1103 Dairy Product Manufacturing,1
46863,1104 Fruit and Vegetable Product Manufacturing,2
46864,1105 Oils and Fats Manufacturing,1
46865,1107 Bakery Product Manufacturing,2
46866,1108 Sugar and Confectionery Manufacturing,1
46867,"1201 Soft Drinks, Cordials and Syrup Manufacturing",5
46868,"1205 Wine, Spirits and Tobacco",2
46869,1301 Textile Manufacturing,1
46870,"1302 Tanned Leather, Dressed Fur and Leather Product Manufacturing",3
46871,1306 Footwear Manufacturing,1
46872,1401 Sawmill Product Manufacturing,3
46873,1402 Other Wood Product Manufacturing,4
46874,1601 Printing (including the reproduction of recorded media),32
46875,1701 Petroleum and Coal Product Manufacturing,2
46876,1803 Basic Chemical Manufacturing,5
46877,1901 Polymer Product Manufacturing,21
46878,"2003 Cement, Lime and Ready-Mixed Concrete Manufacturing",22
46879,2004 Plaster and Concrete Product Manufacturing,7
46880,2005 Other Non-Metallic Mineral Product Manufacturing,1
46881,2101 Iron and Steel Manufacturing,1
46882,2102 Basic Non-Ferrous Metal Manufacturing,29
46883,2202 Structural Metal Product Manufacturing,118
46884,2203 Metal Containers and Other Sheet Metal Product manufacturing,2
46885,2204 Other Fabricated Metal Product manufacturing,14
46886,2301 Motor Vehicles and Parts; Other Transport Equipment manufacturing,8
46887,2302 Ships and Boat Manufacturing,5
46888,2304 Aircraft Manufacturing,44
46889,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",62
46890,2403 Electrical Equipment Manufacturing,4
46891,2404 Domestic Appliance Manufacturing,1
46892,2405 Specialised and other Machinery and Equipment Manufacturing,116
46893,2501 Furniture Manufacturing,9
46894,3001 Residential Building Construction,780
46895,3002 Non-Residential Building Construction,910
46896,3101 Heavy and Civil Engineering Construction,"1,079"
46897,6601 Rental and Hiring Services (except Real Estate),"6,615"
46960,IOPC 66320010,
46961,Video and other electronic media rental or hire,
46965,6601 Rental and Hiring Services (except Real Estate),295
46981,IOPC 66390010,
46982,"Other goods and equipment rental hire nec (incl art works, household goods and office machinery)",
46986,6601 Rental and Hiring Services (except Real Estate),"5,410"
47091,IOPC 66400010,
47092,Non-financial intangible assets (excl copyrights) leasing,
47096,"0101 Sheep, Grains, Beef and Dairy Cattle",7
47097,0103 Other Agriculture,2
47098,0201 Aquaculture,6
47099,0301 Forestry and Logging,152
47100,"0501 Agriculture, Forestry and Fishing Support Services",26
47101,1101 Meat and Meat product Manufacturing,1
47102,1103 Dairy Product Manufacturing,6
47103,1104 Fruit and Vegetable Product Manufacturing,4
47104,1106 Grain Mill and Cereal Product Manufacturing,1
47105,1107 Bakery Product Manufacturing,3
47106,1108 Sugar and Confectionery Manufacturing,3
47107,1109 Other Food Product Manufacturing,5
47108,"1205 Wine, Spirits and Tobacco",21
47109,1305 Clothing Manufacturing,3
47110,1306 Footwear Manufacturing,1
47111,1502 Paper Stationery and Other Converted Paper Product Manufacturing,1
47112,1601 Printing (including the reproduction of recorded media),1
47113,1801 Human Pharmaceutical and Medicinal Product Manufacturing,176
47114,1802 Veterinary Pharmaceutical and Medicinal Product Manufacturing,1
47115,1803 Basic Chemical Manufacturing,67
47116,1901 Polymer Product Manufacturing,2
47117,2001 Glass and Glass Product Manufacturing,3
47118,"2003 Cement, Lime and Ready-Mixed Concrete Manufacturing",1
47119,2004 Plaster and Concrete Product Manufacturing,1
47120,2101 Iron and Steel Manufacturing,1
47121,2102 Basic Non-Ferrous Metal Manufacturing,5
47122,2202 Structural Metal Product Manufacturing,1
47123,2301 Motor Vehicles and Parts; Other Transport Equipment manufacturing,6
47124,2302 Ships and Boat Manufacturing,22
47125,2304 Aircraft Manufacturing,1
47126,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",1
47127,2403 Electrical Equipment Manufacturing,1
47128,2405 Specialised and other Machinery and Equipment Manufacturing,7
47129,2501 Furniture Manufacturing,2
47130,3201 Construction Services,"1,610"
47131,3901 Retail Trade,854
47132,4401 Accommodation,1
47133,4501 Food and Beverage Services,150
47134,5401 Publishing (except Internet and Music Publishing),424
47135,5501 Motion Picture and Sound Recording,475
47136,5601 Broadcasting (except Internet),31
47137,"5701 Internet Service Providers, Internet Publishing and Broadcasting, Websearch Portals and Data Processing",33
47138,6001 Library and Other Information Services,21
47139,6601 Rental and Hiring Services (except Real Estate),"2,270"
47140,"6901 Professional, Scientific and Technical Services",348
47141,7001 Computer Systems Design and Related Services,318
47142,"7210 Employment, Travel Agency and Other Administrative Services",79
47143,"7310 Building Cleaning, Pest Control and Other Support Services",1
47144,"8901 Heritage, Creative and Performing Arts",142
47145,9101 Sports and Recreation,265
47146,9201 Gambling,7
47221,IOPC 66401980,
47222,General government consumption of fixed capital (6611-6640),
47242,IOPC 67110010,
47243,Ownership of dwellings,
47247,6701 Ownership of Dwellings,"133,844"
47263,IOPC 67110020,
47264,Residential caravan park operation and residential property body corporate or strata corporation services,
47268,6701 Ownership of Dwellings,100
47284,IOPC 67111980,
47285,General government consumption of fixed capital (6711),
47289,6701 Ownership of Dwellings,209
47305,IOPC 67120010,
47306,Non-residential property operator services (incl non-residential property body corporate or strata corporation services),
47310,0601 Coal mining,3
47311,0701 Oil and gas extraction,3
47312,0801 Iron Ore Mining,64
47313,0802 Non Ferrous Metal Ore Mining,5
47314,1101 Meat and Meat product Manufacturing,12
47315,1102 Processed Seafood Manufacturing,1
47316,1103 Dairy Product Manufacturing,2
47317,1104 Fruit and Vegetable Product Manufacturing,1
47318,1106 Grain Mill and Cereal Product Manufacturing,5
47319,1107 Bakery Product Manufacturing,11
47320,1108 Sugar and Confectionery Manufacturing,1
47321,1109 Other Food Product Manufacturing,1
47322,1202 Beer Manufacturing,6
47323,"1205 Wine, Spirits and Tobacco",1
47324,1301 Textile Manufacturing,1
47325,"1302 Tanned Leather, Dressed Fur and Leather Product Manufacturing",3
47326,1306 Footwear Manufacturing,1
47327,1401 Sawmill Product Manufacturing,7
47328,1402 Other Wood Product Manufacturing,7
47329,1701 Petroleum and Coal Product Manufacturing,3
47330,1801 Human Pharmaceutical and Medicinal Product Manufacturing,1
47331,1803 Basic Chemical Manufacturing,1
47332,1901 Polymer Product Manufacturing,53
47333,2001 Glass and Glass Product Manufacturing,5
47334,2002 Ceramic Product Manufacturing,1
47335,"2003 Cement, Lime and Ready-Mixed Concrete Manufacturing",5
47336,2004 Plaster and Concrete Product Manufacturing,2
47337,2005 Other Non-Metallic Mineral Product Manufacturing,2
47338,2101 Iron and Steel Manufacturing,3
47339,2102 Basic Non-Ferrous Metal Manufacturing,20
47340,2201 Forged Iron and Steel Product Manufacturing,1
47341,2202 Structural Metal Product Manufacturing,121
47342,2203 Metal Containers and Other Sheet Metal Product manufacturing,15
47343,2204 Other Fabricated Metal Product manufacturing,8
47344,2301 Motor Vehicles and Parts; Other Transport Equipment manufacturing,92
47345,2302 Ships and Boat Manufacturing,267
47346,2303 Railway Rolling Stock Manufacturing,12
47347,2304 Aircraft Manufacturing,143
47348,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",8
47349,2403 Electrical Equipment Manufacturing,6
47350,2404 Domestic Appliance Manufacturing,1
47351,2405 Specialised and other Machinery and Equipment Manufacturing,19
47352,2501 Furniture Manufacturing,15
47353,2502 Other Manufactured Products,2
47354,2601 Electricity Generation,52
47355,"2605 Electricity Transmission, Distribution, On Selling and Electricity Market Operation",50
47356,2701 Gas Supply,1
47357,"2801 Water Supply, Sewerage and Drainage Services",46
47358,"2901 Waste Collection, Treatment and Disposal Services",47
47359,3001 Residential Building Construction,609
47360,3002 Non-Residential Building Construction,618
47361,3101 Heavy and Civil Engineering Construction,843
47362,3301 Wholesale Trade,"1,721"
47363,3901 Retail Trade,949
47364,4401 Accommodation,443
47365,4501 Food and Beverage Services,"1,388"
47366,4701 Rail Transport,521
47367,4901 Air and Space Transport,119
47368,5201 Transport Support services and storage,"2,744"
47369,6201 Finance,66
47370,6301 Insurance and Superannuation Funds,"1,188"
47371,6401 Auxiliary Finance and Insurance Services,463
47372,6702 Non-Residential Property Operators and Real Estate Services,"38,289"
47373,"7210 Employment, Travel Agency and Other Administrative Services",448
47374,"7310 Building Cleaning, Pest Control and Other Support Services",12
47375,8401 Health Care Services,402
47432,IOPC 67200010,
47433,Real estate agent services,
47437,3001 Residential Building Construction,192
47438,3002 Non-Residential Building Construction,93
47439,6702 Non-Residential Property Operators and Real Estate Services,"13,916"
47531,IOPC 67200020,
47532,"Agricultural or pastoral property broking, leasing, renting or valuing",
47536,"0101 Sheep, Grains, Beef and Dairy Cattle",657
47537,0102 Poultry and Other Livestock,157
47538,0103 Other Agriculture,407
47539,0301 Forestry and Logging,100
47540,0901 Non Metallic Mineral Mining,4
47541,6702 Non-Residential Property Operators and Real Estate Services,696
47581,IOPC 67201980,
47582,General government consumption of fixed capital (6712-6720),
47602,IOPC 69000020,
47603,Architectural services,
47607,3001 Residential Building Construction,245
47608,3002 Non-Residential Building Construction,286
47609,3101 Heavy and Civil Engineering Construction,339
47610,3201 Construction Services,852
47611,"6901 Professional, Scientific and Technical Services","8,774"
47634,IOPC 69000030,
47635,Surveying and mapping services,
47639,0601 Coal mining,2
47640,0701 Oil and gas extraction,10
47641,0802 Non Ferrous Metal Ore Mining,9
47642,0901 Non Metallic Mineral Mining,21
47643,3001 Residential Building Construction,125
47644,3002 Non-Residential Building Construction,148
47645,3101 Heavy and Civil Engineering Construction,173
47646,3201 Construction Services,250
47647,"6901 Professional, Scientific and Technical Services","2,513"
47683,IOPC 69000040,
47684,Quantity surveying services,
47688,3001 Residential Building Construction,25
47689,3002 Non-Residential Building Construction,22
47690,3101 Heavy and Civil Engineering Construction,24
47691,3201 Construction Services,51
47692,"6901 Professional, Scientific and Technical Services",815
47728,IOPC 69000050,
47729,Engineering design and consulting services,
47733,1103 Dairy Product Manufacturing,13
47734,1108 Sugar and Confectionery Manufacturing,6
47735,1109 Other Food Product Manufacturing,1
47736,"1205 Wine, Spirits and Tobacco",1
47737,1303 Textile Product Manufacturing,1
47738,1402 Other Wood Product Manufacturing,72
47739,"1501 Pulp, Paper and Paperboard Manufacturing",12
47740,1502 Paper Stationery and Other Converted Paper Product Manufacturing,48
47741,1801 Human Pharmaceutical and Medicinal Product Manufacturing,19
47742,1802 Veterinary Pharmaceutical and Medicinal Product Manufacturing,5
47743,1803 Basic Chemical Manufacturing,80
47744,1804 Cleaning Compounds and Toiletry Preparation Manufacturing,8
47745,1901 Polymer Product Manufacturing,74
47746,2001 Glass and Glass Product Manufacturing,69
47747,2002 Ceramic Product Manufacturing,5
47748,"2003 Cement, Lime and Ready-Mixed Concrete Manufacturing",78
47749,2004 Plaster and Concrete Product Manufacturing,54
47750,2005 Other Non-Metallic Mineral Product Manufacturing,11
47751,2101 Iron and Steel Manufacturing,143
47752,2102 Basic Non-Ferrous Metal Manufacturing,442
47753,2201 Forged Iron and Steel Product Manufacturing,17
47754,2202 Structural Metal Product Manufacturing,634
47755,2203 Metal Containers and Other Sheet Metal Product manufacturing,234
47756,2204 Other Fabricated Metal Product manufacturing,401
47757,2301 Motor Vehicles and Parts; Other Transport Equipment manufacturing,34
47758,2302 Ships and Boat Manufacturing,307
47759,2304 Aircraft Manufacturing,6
47760,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",41
47761,2403 Electrical Equipment Manufacturing,69
47762,2404 Domestic Appliance Manufacturing,9
47763,2405 Specialised and other Machinery and Equipment Manufacturing,112
47764,2501 Furniture Manufacturing,1
47765,3001 Residential Building Construction,83
47766,3002 Non-Residential Building Construction,101
47767,3101 Heavy and Civil Engineering Construction,125
47768,3201 Construction Services,155
47769,"6901 Professional, Scientific and Technical Services","33,522"
47855,IOPC 69000060,
47856,Commercial art and display services,
47860,1103 Dairy Product Manufacturing,2
47861,1402 Other Wood Product Manufacturing,1
47862,1601 Printing (including the reproduction of recorded media),276
47863,1801 Human Pharmaceutical and Medicinal Product Manufacturing,1
47864,2301 Motor Vehicles and Parts; Other Transport Equipment manufacturing,1
47865,"6901 Professional, Scientific and Technical Services","1,413"
47951,IOPC 69000070,
47952,"Specialised design services nec (incl fashion, interior and jewellery design)",
47956,"1302 Tanned Leather, Dressed Fur and Leather Product Manufacturing",37
47957,1303 Textile Product Manufacturing,24
47958,1304 Knitted Product Manufacturing,12
47959,1305 Clothing Manufacturing,121
47960,1306 Footwear Manufacturing,2
47961,2501 Furniture Manufacturing,64
47962,2502 Other Manufactured Products,53
47963,3001 Residential Building Construction,4
47964,3002 Non-Residential Building Construction,5
47965,3101 Heavy and Civil Engineering Construction,6
47966,3201 Construction Services,13
47967,"6901 Professional, Scientific and Technical Services",961
48041,IOPC 69000080,
48042,Scientific testing and analysis services,
48046,0601 Coal mining,3
48047,0701 Oil and gas extraction,11
48048,0802 Non Ferrous Metal Ore Mining,15
48049,0901 Non Metallic Mineral Mining,34
48050,1101 Meat and Meat product Manufacturing,199
48051,1102 Processed Seafood Manufacturing,6
48052,1103 Dairy Product Manufacturing,9
48053,1104 Fruit and Vegetable Product Manufacturing,3
48054,1105 Oils and Fats Manufacturing,5
48055,1106 Grain Mill and Cereal Product Manufacturing,1
48056,1107 Bakery Product Manufacturing,11
48057,1108 Sugar and Confectionery Manufacturing,37
48058,1109 Other Food Product Manufacturing,177
48059,"1201 Soft Drinks, Cordials and Syrup Manufacturing",5
48060,1202 Beer Manufacturing,11
48061,"1205 Wine, Spirits and Tobacco",30
48062,1301 Textile Manufacturing,1
48063,"1501 Pulp, Paper and Paperboard Manufacturing",3
48064,1701 Petroleum and Coal Product Manufacturing,17
48065,1801 Human Pharmaceutical and Medicinal Product Manufacturing,16
48066,1802 Veterinary Pharmaceutical and Medicinal Product Manufacturing,5
48067,1803 Basic Chemical Manufacturing,80
48068,1804 Cleaning Compounds and Toiletry Preparation Manufacturing,8
48069,2001 Glass and Glass Product Manufacturing,69
48070,2002 Ceramic Product Manufacturing,5
48071,"2003 Cement, Lime and Ready-Mixed Concrete Manufacturing",77
48072,2004 Plaster and Concrete Product Manufacturing,54
48073,2005 Other Non-Metallic Mineral Product Manufacturing,11
48074,2102 Basic Non-Ferrous Metal Manufacturing,30
48075,2204 Other Fabricated Metal Product manufacturing,1
48076,2301 Motor Vehicles and Parts; Other Transport Equipment manufacturing,1
48077,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",41
48078,2403 Electrical Equipment Manufacturing,69
48079,2404 Domestic Appliance Manufacturing,9
48080,2405 Specialised and other Machinery and Equipment Manufacturing,112
48081,"6901 Professional, Scientific and Technical Services","2,263"
48158,IOPC 69000090,
48159,Legal services,
48163,"6901 Professional, Scientific and Technical Services","16,775"
48290,IOPC 69000100,
48291,Accounting services,
48295,"6901 Professional, Scientific and Technical Services","15,422"
48424,IOPC 69000110,
48425,Advertising services,
48429,1601 Printing (including the reproduction of recorded media),276
48430,4601 Road Transport,23
48431,5501 Motion Picture and Sound Recording,60
48432,"6901 Professional, Scientific and Technical Services","11,156"
48546,IOPC 69000120,
48547,Market research services,
48551,3001 Residential Building Construction,69
48552,3002 Non-Residential Building Construction,80
48553,3101 Heavy and Civil Engineering Construction,95
48554,"6901 Professional, Scientific and Technical Services","1,540"
48653,IOPC 69000130,
48654,Statistical services,
48658,"6901 Professional, Scientific and Technical Services",957
48736,IOPC 69000140,
48737,Corporate head office management,
48741,0601 Coal mining,433
48742,0701 Oil and gas extraction,11
48743,0801 Iron Ore Mining,498
48744,0802 Non Ferrous Metal Ore Mining,50
48745,0901 Non Metallic Mineral Mining,193
48746,1701 Petroleum and Coal Product Manufacturing,17
48747,2301 Motor Vehicles and Parts; Other Transport Equipment manufacturing,20
48748,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",52
48749,"6901 Professional, Scientific and Technical Services","3,949"
48845,IOPC 69000150,
48846,"Management services (incl business, artists, entertainers and sporting professionals)",
48850,3001 Residential Building Construction,220
48851,3002 Non-Residential Building Construction,257
48852,3101 Heavy and Civil Engineering Construction,304
48853,3201 Construction Services,13
48854,5501 Motion Picture and Sound Recording,120
48855,"6901 Professional, Scientific and Technical Services","8,708"
48972,IOPC 69000160,
48973,Management advice and consulting services nec (excl financial and computer consulting),
48977,5601 Broadcasting (except Internet),543
48978,"6901 Professional, Scientific and Technical Services","10,584"
49099,IOPC 69000170,
49100,Veterinary services,
49104,"6901 Professional, Scientific and Technical Services","2,457"
49141,IOPC 69000180,
49142,Photography services nec (incl Video filming of Weddings etc),
49146,1601 Printing (including the reproduction of recorded media),1
49147,"6901 Professional, Scientific and Technical Services",595
49207,IOPC 69000190,
49208,Meteorology services,
49212,"6901 Professional, Scientific and Technical Services",166
49252,IOPC 69000200,
49253,Interpreting and translating services,
49257,"6901 Professional, Scientific and Technical Services",261
49328,IOPC 69000210,
49329,Research and development services,
49333,1101 Meat and Meat product Manufacturing,199
49334,1102 Processed Seafood Manufacturing,4
49335,1103 Dairy Product Manufacturing,7
49336,1104 Fruit and Vegetable Product Manufacturing,3
49337,1105 Oils and Fats Manufacturing,5
49338,1106 Grain Mill and Cereal Product Manufacturing,1
49339,1107 Bakery Product Manufacturing,11
49340,1108 Sugar and Confectionery Manufacturing,35
49341,1109 Other Food Product Manufacturing,177
49342,1701 Petroleum and Coal Product Manufacturing,17
49343,1801 Human Pharmaceutical and Medicinal Product Manufacturing,15
49344,1802 Veterinary Pharmaceutical and Medicinal Product Manufacturing,5
49345,1803 Basic Chemical Manufacturing,80
49346,1804 Cleaning Compounds and Toiletry Preparation Manufacturing,8
49347,2101 Iron and Steel Manufacturing,142
49348,2102 Basic Non-Ferrous Metal Manufacturing,415
49349,2301 Motor Vehicles and Parts; Other Transport Equipment manufacturing,21
49350,2302 Ships and Boat Manufacturing,1
49351,2303 Railway Rolling Stock Manufacturing,1
49352,2304 Aircraft Manufacturing,30
49353,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",79
49354,2403 Electrical Equipment Manufacturing,69
49355,2404 Domestic Appliance Manufacturing,9
49356,2405 Specialised and other Machinery and Equipment Manufacturing,112
49357,"6901 Professional, Scientific and Technical Services","6,004"
49450,IOPC 69000220,
49451,Own account research and development,
49455,"0101 Sheep, Grains, Beef and Dairy Cattle",37
49456,0102 Poultry and Other Livestock,7
49457,0103 Other Agriculture,23
49458,0201 Aquaculture,5
49459,0301 Forestry and Logging,14
49460,"0401 Fishing, hunting and trapping",6
49461,"0501 Agriculture, Forestry and Fishing Support Services",24
49462,0601 Coal mining,"1,017"
49463,0701 Oil and gas extraction,735
49464,0801 Iron Ore Mining,291
49465,0802 Non Ferrous Metal Ore Mining,"1,007"
49466,0901 Non Metallic Mineral Mining,177
49467,1001 Exploration and Mining Support Services,400
49468,1101 Meat and Meat product Manufacturing,92
49469,1102 Processed Seafood Manufacturing,5
49470,1103 Dairy Product Manufacturing,59
49471,1104 Fruit and Vegetable Product Manufacturing,23
49472,1105 Oils and Fats Manufacturing,8
49473,1106 Grain Mill and Cereal Product Manufacturing,24
49474,1107 Bakery Product Manufacturing,32
49475,1108 Sugar and Confectionery Manufacturing,38
49476,1109 Other Food Product Manufacturing,39
49477,"1201 Soft Drinks, Cordials and Syrup Manufacturing",11
49478,1202 Beer Manufacturing,10
49479,"1205 Wine, Spirits and Tobacco",19
49480,1301 Textile Manufacturing,3
49481,"1302 Tanned Leather, Dressed Fur and Leather Product Manufacturing",4
49482,1303 Textile Product Manufacturing,11
49483,1304 Knitted Product Manufacturing,1
49484,1305 Clothing Manufacturing,11
49485,1306 Footwear Manufacturing,3
49486,1401 Sawmill Product Manufacturing,18
49487,1402 Other Wood Product Manufacturing,36
49488,"1501 Pulp, Paper and Paperboard Manufacturing",17
49489,1502 Paper Stationery and Other Converted Paper Product Manufacturing,52
49490,1601 Printing (including the reproduction of recorded media),9
49491,1701 Petroleum and Coal Product Manufacturing,113
49492,1801 Human Pharmaceutical and Medicinal Product Manufacturing,166
49493,1802 Veterinary Pharmaceutical and Medicinal Product Manufacturing,7
49494,1803 Basic Chemical Manufacturing,277
49495,1804 Cleaning Compounds and Toiletry Preparation Manufacturing,51
49496,1901 Polymer Product Manufacturing,100
49497,1902 Natural Rubber Product Manufacturing,5
49498,2001 Glass and Glass Product Manufacturing,15
49499,2002 Ceramic Product Manufacturing,8
49500,"2003 Cement, Lime and Ready-Mixed Concrete Manufacturing",39
49501,2004 Plaster and Concrete Product Manufacturing,22
49502,2005 Other Non-Metallic Mineral Product Manufacturing,9
49503,2101 Iron and Steel Manufacturing,138
49504,2102 Basic Non-Ferrous Metal Manufacturing,388
49505,2201 Forged Iron and Steel Product Manufacturing,5
49506,2202 Structural Metal Product Manufacturing,56
49507,2203 Metal Containers and Other Sheet Metal Product manufacturing,17
49508,2204 Other Fabricated Metal Product manufacturing,24
49509,2301 Motor Vehicles and Parts; Other Transport Equipment manufacturing,605
49510,2302 Ships and Boat Manufacturing,131
49511,2303 Railway Rolling Stock Manufacturing,44
49512,2304 Aircraft Manufacturing,99
49513,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",213
49514,2403 Electrical Equipment Manufacturing,141
49515,2404 Domestic Appliance Manufacturing,73
49516,2405 Specialised and other Machinery and Equipment Manufacturing,368
49517,2501 Furniture Manufacturing,13
49518,2502 Other Manufactured Products,7
49519,2601 Electricity Generation,63
49520,"2605 Electricity Transmission, Distribution, On Selling and Electricity Market Operation",124
49521,2701 Gas Supply,19
49522,"2801 Water Supply, Sewerage and Drainage Services",97
49523,"2901 Waste Collection, Treatment and Disposal Services",64
49524,3001 Residential Building Construction,13
49525,3002 Non-Residential Building Construction,261
49526,3101 Heavy and Civil Engineering Construction,374
49527,3201 Construction Services,133
49528,3301 Wholesale Trade,724
49529,3901 Retail Trade,74
49530,4401 Accommodation,2
49531,4501 Food and Beverage Services,21
49532,4601 Road Transport,9
49533,4701 Rail Transport,18
49534,4901 Air and Space Transport,54
49535,5101 Postal and Courier Pick-up and Delivery Service,25
49536,5201 Transport Support services and storage,77
49537,5401 Publishing (except Internet and Music Publishing),142
49538,5501 Motion Picture and Sound Recording,12
49539,5601 Broadcasting (except Internet),8
49540,"5701 Internet Service Providers, Internet Publishing and Broadcasting, Websearch Portals and Data Processing",32
49541,5801 Telecommunication Services,533
49542,6201 Finance,"1,497"
49543,6301 Insurance and Superannuation Funds,132
49544,6401 Auxiliary Finance and Insurance Services,132
49545,6601 Rental and Hiring Services (except Real Estate),52
49546,6702 Non-Residential Property Operators and Real Estate Services,13
49547,"6901 Professional, Scientific and Technical Services","2,081"
49548,7001 Computer Systems Design and Related Services,818
49549,"7210 Employment, Travel Agency and Other Administrative Services",48
49550,7501 Public Administration and Regulatory Services,490
49551,7601 Defence,655
49552,7701 Public Order and Safety,5
49553,"8110 Technical, Vocational and Tertiary Education Services (incl undergraduate and postgraduate)","1,157"
49554,8401 Health Care Services,223
49555,8601 Residential Care and Social Assistance Services,132
49556,"8901 Heritage, Creative and Performing Arts",6
49557,9101 Sports and Recreation,41
49558,9201 Gambling,23
49559,9401 Automotive Repair and Maintenance,17
49560,9402 Other Repair and Maintenance,9
49561,9501 Personal Services,12
49562,9502 Other Services,9
49570,IOPC 69000230,
49571,"Professional, scientific or technical services nec",
49575,1401 Sawmill Product Manufacturing,192
49576,1402 Other Wood Product Manufacturing,227
49577,1502 Paper Stationery and Other Converted Paper Product Manufacturing,27
49578,1601 Printing (including the reproduction of recorded media),277
49579,1901 Polymer Product Manufacturing,74
49580,2001 Glass and Glass Product Manufacturing,69
49581,2002 Ceramic Product Manufacturing,5
49582,"2003 Cement, Lime and Ready-Mixed Concrete Manufacturing",77
49583,2004 Plaster and Concrete Product Manufacturing,54
49584,2005 Other Non-Metallic Mineral Product Manufacturing,11
